0,1,1,0,0,0,0,0,1,1,1554198869736,"request%3A%20what%20is%20the%20longest%20bridge%20in%20the%20world",Test11_2_gaze.json
0,1,0,1,0,0,0,0,0,0,1554198891767,"request%3A%20how%20many%20kilometers%20is%20in%20a%20mile",Test11_2_gaze.json
2,0,0,0,0,1,0,1,0,0,1554198936798,"request%3A%20how%20many%20trees%20are%20there%20in%20Sweden%20approximately",Test11_2_gaze.json
0,0,0,1,0,0,0,0,0,0,1554198982937,"request%3A%20play%20Nigel%20to%20I%20want%20to%20come",Test11_2_gaze.json
1,0,1,0,0,0,0,1,0,0,1554199000933,"request%3A%20who%20directed%20The%20Hills%20Have%20Eyes",Test11_2_gaze.json
1,0,1,1,1,0,0,0,2,1,1554199078571,"request%3A%20what%20are%20the%20closest%20countries%20to%20Istanbul",Test11_2_gaze.json
1,0,1,0,0,0,1,0,0,0,1554199121737,"request%3A%20is%20Sofia%20the%20capital%20of%20Bulgaria",Test11_2_gaze.json
0,0,0,1,0,2,0,1,1,0,1554199198540,"request%3A%20are%20you%20awake",Test11_2_gaze.json
1,0,0,0,0,1,0,1,0,1,1554199208001,"request%3A%20what%20is%20the%20national%20dish%20of%20Romania",Test11_2_gaze.json
0,0,0,0,0,1,0,0,0,0,1554199227471,"request%3A%20and%20what%20about%20Bulgaria",Test11_2_gaze.json
4,2,3,1,2,2,1,1,1,0,1536756227109,"request%3A%20hey%20what%20sound%20does%20a%20lion%20make",Test11_gaze.json
2,1,1,2,0,1,1,0,0,2,1536756244662,"request%3A%20how%20many%20calories%20are%20in%20a%20banana",Test11_gaze.json
0,0,1,0,1,2,0,1,1,0,1536756255340,"request%3A%20how%20many%20calories%20are%20in%20fruit%20salad",Test11_gaze.json
0,4,2,1,1,3,0,1,2,1,1536756263743,"request%3A%20can%20you%20make%20me%20a%20sandwich",Test11_gaze.json
1,0,0,0,1,0,0,0,3,0,1536756282867,"request%3A%20choose%20making%20send%20me%20can%20you%20do%20that%20again",Test11_gaze.json
0,1,1,2,1,2,2,2,1,1,1536756292633,"request%3A%20can%20you%20make%20me%20a%20sandwich",Test11_gaze.json
0,0,0,0,1,1,2,2,2,1,1536756305702,"request%3A%20that's%20funny%20can%20you%20sing%20me%20a%20song",Test11_gaze.json
0,0,1,0,0,0,0,1,1,1,1536756318083,"request%3A%20you're%20looking%20at%20me",Test11_gaze.json
1,4,1,3,0,2,1,0,1,2,1536756334689,"request%3A%20how%20heavy%20is%20a%20Boeing%20747",Test11_gaze.json
0,0,0,1,0,0,1,0,0,0,1536756358382,"request%3A%20how%20much%20fuel%20does%20it%20take%20of%20require",Test11_gaze.json
0,2,0,0,1,1,0,0,0,1,1536756368597,"request%3A%20how%20far%20away%20is%20Mars",Test11_gaze.json
0,1,0,1,2,0,1,0,0,0,1536756386136,"request%3A%20make%20me%20a%20reservation%20at%20revolver",Test11_gaze.json
0,1,0,0,0,0,1,2,1,1,1536756394144,"request%3A%20can%20you%20make%20me%20a%20table%20reservation%20at%20the%20restaurant",Test11_gaze.json
1,0,0,2,1,1,0,0,1,1,1536756404573,"request%3A%20play%20songs%20from%20iTunes",Test11_gaze.json
1,3,0,2,3,2,2,0,0,0,1536756418091,"request%3A%20can%20you%20search%20on%20something%20on%20YouTube",Test11_gaze.json
0,2,1,2,2,1,2,2,2,1,1536756441491,"request%3A%20what's%20on%20TV%20tonight",Test11_gaze.json
1,1,0,2,1,2,0,1,1,1,1536756471430,"request%3A%20what's%20207%20*%2049",Test11_gaze.json
2,1,0,1,0,0,0,0,0,1,1536756497284,"request%3A%20how%20many%20Anna%20Carson's%20live%20in%20Sweden",Test11_gaze.json
0,0,0,0,0,1,1,2,0,0,1536756505810,"request%3A%20when%20is%20Easter%20in%202019",Test11_gaze.json
0,0,0,0,0,1,0,0,0,0,1536756518846,"request%3A%20recipe%20on%20cupcakes",Test11_gaze.json
0,1,1,0,0,0,1,1,1,0,1536756545850,"request%3A%20can%20you%20repeat%20that%20in%20a%20slower%20pace",Test11_gaze.json
0,0,0,0,0,0,1,1,0,0,1536756552408,"request%3A%20repeat%20that%20slower",Test11_gaze.json
0,0,0,0,0,1,2,0,0,0,1536756560451,"request%3A%20do%20you%20know%20where%20I%20put%20my%20pajamas",Test11_gaze.json
0,0,0,2,0,1,0,1,1,1,1536756571355,"request%3A%20help%20me%20remember%20where%20I%20put%20my%20car%20keys",Test11_gaze.json
2,2,2,1,2,3,3,2,2,0,1536756607518,"request%3A%20what%20is%20the%20closest%20Capital%20to%20Bangkok",Test11_gaze.json
0,0,0,0,0,0,0,1,0,0,1536756643558,"request%3A%20which%20capital%20is%20nearest%20Bangkok",Test11_gaze.json
0,0,0,0,2,0,0,0,0,2,1536756657339,"request%3A%20is%20Hanoi%20or%20pnom%20Penh%20closer%20to%20Bangkok",Test11_gaze.json
1,2,2,2,0,1,0,0,0,0,1536756667298,"request%3A%20how%20can%20we%20travel%20to%20Vietnam%20from%20Bangkok",Test11_gaze.json
1,1,2,2,2,1,1,1,1,1,1536756677231,"request%3A%20how%20do%20I%20get%20from%20Bangkok%20to%20Vietnam",Test11_gaze.json
1,1,0,1,1,1,0,0,0,0,1536756693875,"request%3A%20can%20you%20connect%20to%20my%20calendar",Test11_gaze.json
1,1,0,0,1,1,0,0,0,0,1536756701789,"request%3A%20connect%20to%20my%20Gmail",Test11_gaze.json
1,2,2,1,0,2,2,1,2,1,1536756742405,"request%3A%20how%20much%20is%20a%20shuttle%20from%20Bangkok%20City%20to%20the%20airport",Test11_gaze.json
0,0,0,0,1,2,1,1,2,0,1536756768068,"request%3A%20how%20much%20is%20a%20taxi%20from%20the%20airport%20to%20Bangkok%20City",Test11_gaze.json
1,1,1,0,0,0,0,0,0,0,1536756789576,"request%3A%20how%20much%20is%20a%20taxi%20to%20Hotel%20Aura%20xidea%20in%20Bangkok%20from%20the%20airport",Test11_gaze.json
0,0,0,0,0,1,2,1,0,0,1536756799939,"request%3A%20what%20is%20the%20currency%20in%20Thailand",Test11_gaze.json
0,0,1,1,1,0,1,1,0,0,1536756822186,"request%3A%20Best%20Buy%20in%20Thailand",Test11_gaze.json
3,2,3,3,2,3,2,4,1,3,1536756846361,"request%3A%20what%20are%20the%20most%20visited%20cities%20in%20Thailand%20excluding%20Bangkok",Test11_gaze.json
0,1,2,0,0,1,1,3,2,3,1536756878312,"request%3A%20what%20are%20the%20popular%20destinations%20from%20Bangkok",Test11_gaze.json
1,2,1,2,1,0,3,1,2,3,1536756892496,"request%3A%20can%20I%20stay%20in%20Krabi%20Island%20overnight",Test11_gaze.json
1,0,2,0,0,0,0,0,0,0,1536756945350,"request%3A%20rainy%20season%20in%20Thailand",Test11_gaze.json
2,1,0,0,0,1,0,0,1,0,1536676615937,"request%3A%20how%20far%20is%20Kuala%20Lumpur%20from%20Bangkok",Test4_gaze.json
0,0,0,0,1,0,0,0,0,1,1536676630471,"request%3A%20what%20is%20the%20average%20flight%20fare%20from%20Bangkok%20to%20Kuala%20Lumpur",Test4_gaze.json
0,0,0,0,0,0,0,0,1,0,1536676661765,"request%3A%20what%20are%20the%20most%20popular%20places%20in%20Indonesia",Test4_gaze.json
0,0,0,0,0,0,0,0,1,1,1536676678375,"request%3A%20what%20are%20the%20most%20famous%20places%20in%20Indonesia",Test4_gaze.json
0,0,0,1,0,1,2,0,0,0,1536676730202,"request%3A%20what's%20the%20average%20temperature%20in%20Singapore%20during%20summer",Test5_gaze.json
0,0,1,0,1,1,0,0,2,0,1536676767030,"request%3A%20what%20are%20the%20popular%20museums%20in%20Singapore",Test5_gaze.json
1,0,0,2,0,3,1,0,0,0,1536676864801,"request%3A%20how%20expensive%20are%20food%20and%20beverage%20in%20Kuala%20Lumpur",Test5_gaze.json
2,2,1,1,0,1,0,1,0,0,1536676879220,"request%3A%20beer%20in%20Kuala%20Lumpur",Test5_gaze.json
0,0,0,0,0,0,1,0,1,0,1536936401893,"request%3A%20what%20is%20the%20longest%20river%20in%20the%20world",TestFridayHalfTama_gaze.json
1,0,1,0,0,0,0,0,1,0,1536936473079,"request%3A%20what%20is%20207%20*%2049",TestFridayHalfTama_gaze.json
0,1,0,0,0,0,1,0,1,0,1536936549941,"request%3A%20how%20far%20is%20Amsterdam%20from%20London",TestFridayHalfTama_gaze.json
1,0,0,0,0,0,0,1,0,0,1536936626818,"request%3A%20make%20sure%20that%20I%20feel%20like%20the%20distance%20and%20was%20justified%20you%20will%20tell%20me",TestFridayHalfTama_gaze.json
0,0,0,0,1,1,0,1,0,1,1536936774870,"request%3A%20what%20is%20the%20capital%20of%20Singapore",TestFridayHalfTama_gaze.json
0,0,0,0,0,0,0,0,1,0,1536936802999,"request%3A%20what%20is%20the%20capital%20city%20of%20Indonesia",TestFridayHalfTama_gaze.json
0,0,0,0,0,0,1,0,0,0,1536936932547,"request%3A%20what%20is%20the%20distance%20between%20Kuala%20Lumpur%20and%20Bangkok",TestFridayHalfTama_gaze.json
0,0,0,1,0,0,0,1,1,0,1536936961473,"request%3A%20what%20is%20the%20distance%20between%20Bangkok%20and%20Jakarta",TestFridayHalfTama_gaze.json
1,1,0,0,0,0,0,1,0,0,1536937036241,"request%3A%20what's%20the%20temperature%20in%20Singapore%20during%20the%20summer",TestFridayHalfTama_gaze.json
0,0,0,0,1,1,0,0,0,0,1536937110314,"request%3A%20how%20can%20I%20get%20from%20Bangkok%20to%20Singapore",TestFridayHalfTama_gaze.json
0,0,1,2,0,0,1,0,0,1,1536937162929,"request%3A%20how%20much%20does%20it%20cost%20to%20fly%20from%20Bangkok%20to%20Singapore",TestFridayHalfTama_gaze.json
0,1,1,0,0,0,0,0,0,0,1536937204423,"request%3A%20what%20is%20the%20cheapest%20flight%20from%20Bangkok%20to%20Singapore",TestFridayHalfTama_gaze.json
0,0,3,1,2,0,0,0,2,4,1537187074039,"request%3A%20but%20it's%20not%20popping%20up%20I'm%20just%20looking%20at%207%20okay",TestMONDAY11_gaze.json
2,1,1,2,2,1,2,2,1,2,1537187087635,"request%3A%20how%20far%20is%20Amsterdam%20from%20London",TestMONDAY11_gaze.json
0,0,1,0,1,1,2,2,1,1,1537187098800,"request%3A%20what%20is%20the%20longest%20river%20in%20the%20world",TestMONDAY11_gaze.json
0,0,0,0,0,2,0,0,0,0,1537187117236,"request%3A%20what%20is%20the%20longest%20bridge%20in%20the%20world",TestMONDAY11_gaze.json
0,0,1,2,0,0,1,1,0,1,1537187150337,"request%3A%20what%20is%20207%20*%2049",TestMONDAY11_gaze.json
0,0,0,0,0,0,0,0,1,0,1537187222264,"request%3A%20what%20are%20the%20closest%20capitals%20to%20Bangkok",TestMONDAY11_gaze.json
0,0,0,1,0,0,0,0,0,0,1537187230425,"request%3A%20what%20is%20the%20closest%20country%20and%20capital%20to%20Bangkok",TestMONDAY11_gaze.json
0,0,0,0,0,1,0,0,0,0,1537187241811,"request%3A%20what%20are%20the%20closest%20countries%20to%20Thailand",TestMONDAY11_gaze.json
0,0,0,0,0,0,0,0,1,0,1537187280345,"request%3A%20how%20far%20is%20Irma's%20Capital%20to%20Bangkok",TestMONDAY11_gaze.json
1,0,2,1,0,0,1,1,0,1,1537187379461,"request%3A%20what%20is%20the%20capital%20of%20Myanmar",TestMONDAY11_gaze.json
1,0,0,0,0,0,0,1,0,0,1537187421821,"request%3A%20is%20Malaysia%20a%20bordering%20country%20to%20Thailand",TestMONDAY11_gaze.json
0,0,0,0,0,0,0,1,0,0,1537187456752,"request%3A%20what%20is%20the%20capital%20of%20Laos",TestMONDAY11_gaze.json
1,0,1,0,0,0,0,1,0,1,1537187468083,"request%3A%20what%20is%20the%20distance%20from%20Bangkok%20to%20Laos%20capital",TestMONDAY11_gaze.json
1,3,1,3,1,1,2,0,0,1,1537187634529,"request%3A%20what%20is%20the%20national%20dish%20of%20Myanmar",TestMONDAY11_gaze.json
1,1,1,0,1,0,0,1,0,0,1537187706051,"request%3A%20what%20is%20the%20national%20dish%20of%20Laos",TestMONDAY11_gaze.json
